CopieBN;CopieCol;DataFine;DataInizio;DescrizioneProdotto;Durata;EccBN;EccCol;NOL_FIN;NOL_INT;NumeroContratto;Proprietario;RagioneSociale;Stato;TotRata;﻿ClienteID;RowID
;;31/10/2029;01/11/2024;IPHONE 16 PRO 256GB TITANIO NERO;60;;;;35;;fabio;ITALFEM GROUP SRL;aperto;35.00 €;149;236
;;31/12/2030;01/01/2025;"HP PLOTTER DESIGNJET T630 (5 KIT COMPRESI) + GALAXY S24 ULTRA 256GB + MAC BOOK PRO 16""";60;;;;190;;fabio;ITALFEM GROUP SRL;aperto;190.00 €;149;237
;;30/06/2030;01/07/2025;"IPAD PRO 13"" WIFI + CELL 256GB + TASTIERA + RECK SAFE - OK FABIO SI LASCIA AL CLIENTE";60;;;;35;;fabio;ITALFEM GROUP SRL;aperto;35.00 €;149;238
;;;01/07/2025;IPAD PRO 13 256GB WIFI + CELL + TASTIERA + RECK SAFE;60;;;;35;;fabio;ITALFEM GROUP SRL;aperto;35.00 €;149;239
;;31/07/2030;01/08/2025;N.2 IPAD 11 WIFI + CELL 128GB (SILVER+ BLU) + N.2 MAGIC CAIBOARD + N.2 RECK SAVE;60;;;;45;;fabio;ITALFEM GROUP SRL;aperto;45.00 €;149;240
;;;01/07/2021;N.7 ELITEBOOK 850 G7 + N.5 OFFICE H&B + N.2 OFFICE PROFESSIONAL;48 NOLEGGIO INTERNO GIA' EMESSA FATTURA VENDITA;;;;202/ MESE;;fabio;ITSRIGHT SRL;aperto;202.00 €;151;241
;;01/04/2027;17/03/2022;CENTRALINO YAESTAR P550 + LICENZA LINKUSS 5Y;60;;;BNP 70;*;;fabio;ITSRIGHT SRL;aperto;70.00 €;151;242
;;;01/04/2022;HP 250 G8 + OFFICE PRO 2021 + BORSA + CUSTODIA;48 NOLEGGIO INTERNO GIA' EMESSA FATTURA VENDITA;;;;27/ MESE;;fabio;ITSRIGHT SRL;aperto;202.00 €;151;243
;;;01/05/2022;HP 250 G8 + OFFICE PRO 2021 + BORSA + CUSTODIA;48 NOLEGGIO INTERNO GIA' EMESSA FATTURA VENDITA;;;;27/ MESE;;fabio;ITSRIGHT SRL;aperto;202.00 €;151;244
;;;01/08/2022;ELITEBOOK 850 G8 + OFFICE H&B 2021 + BORSA + CUSTODIA;48 NOLEGGIO INTERNO GIA' EMESSA FATTURA VENDITA;;;;33,75/ MESE;;fabio;ITSRIGHT SRL;aperto;202.00 €;151;245
;;01/10/2029;27/08/2024;N.4 NOTEBOOK DELL 3440 + OFFICE 365 + GARANZIA 60 M;60;;;BNP 156;;;fabio;ITSRIGHT SRL;aperto;156.00 €;151;246
;;01/01/2030;14/11/2024;N.2 NOTEBOOK DELL 3440 + OFFICE 365 + GARANZIA 60 M;60;;;BNP 78;;A1F55425;fabio;ITSRIGHT SRL;aperto;78.00 €;151;247
*;*;01/07/2025;22/06/2020;SERVER HP PROLIANT ML350G10 ( RAM 32 + 3 X 960GB SSD + 2 SCHEDE RETE + 2 ALIMENTATORI + WINSRDSTD2019 + 10 CLIENT + SISTEMA OPERATIVO ) + HP SWITCH 253048P + VMWARE VSPHERE6 ESSENTIAL + 1 ANNO ASSISTENZA + NOTEBOOK I7 + HP PERSONAL COMPUTER I5 + MONITOR + OFFICE;60;*;*;BNP 180;*;;fabio;India Trading Srl;aperto;180.00 €;153;248
*;*;01/10/2025;01/10/2020;"N.10 TELECAMERE + N.7 SCATOLE DI GIUNZIONE + N.1 NVRIP32CH + N.1 HARD DISK 3 TB + SWITCH 24 PORTE + ITREC NETWORK 19"" + TV 49""";60;*;*;GRENKE 110;*;;fabio;India Trading Srl;aperto;110.00 €;153;249
*;*;01/07/2026;06/04/2021;"MAC BOOK PRO TBAR 16"" + OFFICE";60;*;*;BNP 60;*;;fabio;India Trading Srl;aperto;60.00 €;153;250
*;*;;01/12/2022;NVR 16 CANALI + N.3 TELECAMERE BULLET + N.9 TELECAMERE DOME + SWITCH + ACCESSORI;VENDITA;*;*;VENDITA;*;;fabio;India Trading Srl;aperto;0.00 €;153;251
150000 ANNO;11000 ANNO;01/07/2028;06/04/2023;"EPSON AM-C4000 + HP PRODESK 400 G9 + SCHEDA WIFI + MONITOR 24"" + PISTOLA BARCODE +";60;0.009501;0.095013;BNP 260;*;;fabio;India Trading Srl;aperto;260.00 €;153;252
;;01/07/2028;18/05/2023;"CENTRALINO S20 + 3 TELEFONI + 7 CORDLESS + 2 TELECAMERE + 2 SWITCH + 2 MEDIA CONVERTER + 2 MODULO OTTICO +2 BRETELLE OTTICHE + 2 EXTENDER + 2 TV 50"" + 2 STAFFE X TV";60;;;BNP 75;*;;fabio;India Trading Srl;aperto;75.00 €;153;253
;;01/10/2028;21/09/2023;"PC DELL + OFFICE + MONITOR 24""";60;;;BNP 25;*;;fabio;India Trading Srl;aperto;25.00 €;153;254
IN TANDEM CONTRATTO PRECEDENTE;IN TANDEM CONTRATTO PRECEDENTE;01/11/2028;27/10/2023;(n.2 EPSON C579 (1 usata)  + N.6 ACCESS POINT + PC HP 290 G9 + MONITOR + OFFICE NUOVO ) + (EPSON C529 ritirata 20/10/2025  + PC + MONITOR + OFFICE USATI);60;;;IFIS 140;*;14119769;fabio;India Trading Srl;aperto;140.00 €;153;255
500;;31/01/2029;01/02/2024;XEROX B600 ( USATA) + 1 TELEFONO T42U;60;0.009;;;20;;fabio;India Trading Srl;aperto;20.00 €;153;256
;;30/04/2029;01/05/2024;HP PC + MONITOR + OFFICE + ANTIVIRUS;60;;;;20;;fabio;India Trading Srl;aperto;20.00 €;153;257
;;01/01/2030;11/10/2024;"N.2 MACBOOK PRO 14"" + RECSAFE";60;;;BNP 130;;A1F52901;fabio;India Trading Srl;aperto;130.00 €;153;258
;;01/12/2029;18/11/2024;HP NOTEBOOK ZETABOOK G11 I9 + DELL NOTEBOOK I7 + N.2 OFFICE + N.2 BORSE NOTEBOOK + SSD ESTERNO 1TB + SEDIA UFFICIO;60;;;IFIS 75;;14202438;fabio;India Trading Srl;aperto;75.00 €;153;259
*;*;01/04/2030;27/03/2025;HP SERVER ML 350 G11 ( RAM 64GB + N.3 HD 960 GB + DOPPIO ALIMENTATORE + WINDOWS SERVER 2022 + N.10 CALL + ESTENSIONE ) + UPS X SERVER + CIABATTA UPS + SWITCH REC 16 PORTE (HP SWITCH 253048P + NOTEBOOK I7 + HP PERSONAL COMPUTER I5 + MONITOR + OFFICE vecchio contratto Bnp);60;*;*;IFIS  190;*;14220975;fabio;India Trading Srl;aperto;190.00 €;153;260
*;*;01/04/2030;01/04/2025;"EPSON C579 (RIGENERATA) + N.2 PC PRO TOWER 290 G9 + MONITOR 27"" + IPAD 11 PRO 256GB WIFI + CELL + IPHONE 16 PRO 2566GB + ESTENSIONE + OFFICE + N.2 UPS + N.2 NAS CON 2 DISCHI 2TB CAD (RIGENERATO) + ET60 TABLET ZEBRA RUGGED + ACC";60;*;*;GRENKE 140;*;127-43044;fabio;India Trading Srl;aperto;140.00 €;153;261
*;*;19/07/2030;27/06/2025;"HP PC PRO TOWER 290 G9 + MONITOR 24"" + OFFICE + PANDA";60;*;*;BNP 22;*;A1G08739;fabio;India Trading Srl;aperto;22.00 €;153;262
5000 ANNO IN TANDEM;10000 ANNO IN TANDEM;;01/10/2025;"EPSON ENTERPRISE C20600 + EPSON C579 (USATE) + NVR (USATO VECCHIO CONTRATTO) + N.18 TELECAMERE + PC HP + MONITOR 24"" + OFFICE + PANDA";60M;0.009501;0.095013;GRENKE;;;fabio;India Trading Srl;aperto;420.00 €;153;263
;;;;centralino telefonico Panasonic Tda30;*;;;;;;fabio;JGV ELETTRO S.R.L.;aperto;0.00 €;154;264
1500;200;01/03/2026;10/02/2021;"EPSON C878 + C579 + N.2 IPAD PRO 11 128GB + 1 IPHONE SE 64GB + HP PC 260 G4 MINI + MONITOR 24""( + STRUCTURE SENSOR MARK II--ritirato)";60;0.00424;0.0424;IFIS 170;*;;fabio;L'Ortopedia snc di Ferloni Massimo.;aperto;170.00 €;156;265
*;*;01/05/2027;06/04/2022;"ASUS VIVOBOOK  + Mac book air 13,3"" + HP PROBOOK 450 G8 + N.2 OFFICE H&B 2021";60;*;*;IFIS 75;*;777652;fabio;L'Ortopedia snc di Ferloni Massimo.;aperto;75.00 €;156;266
*;*;01/01/2028;21/12/2022;"WORKSTATION + MONITOR 27"" LENOVO + OFFICE";60;*;*;IFIS 45;*;14068567;fabio;L'Ortopedia snc di Ferloni Massimo.;aperto;45.00 €;156;267
2000;800;01/03/2030;01/03/2025;"EPSON C878 + C579 (USATA VECCHIO CONTRATTO) + HP MINI PC + MONITOR 24"" + OFFICE (VECCHIO CONTRATTO) + IPAD 11 256GB + DELL NOTEBOOK I7 16GB + TV 50"" + TV 65"" + STAFFE + CAVO HDMI ( RIMANE DA VECCHIO CONTRATTO 1 IPAD + 1 MONITOR 24"")";60;0.006;0.06;IFIS 240;*;14217914;fabio;L'Ortopedia snc di Ferloni Massimo.;aperto;240.00 €;156;268
;;30/04/2029;01/05/2024;DAHUA DVR 32 CANALI COMPLETO HD + CONVERTITORE VIDEO;60;;;;50;;fabio;L.G.M. SRL;aperto;50.00 €;157;269
2000;200;01/04/2026;12/02/2021;EPSON WF C579;60;0.008953;0.089523;BNP 90;*;A1C61615;fabio;LAURA FOOD SRL;aperto;90.00 €;161;270
1000;100;01/10/2026;29/09/2021;EPSON C579 + N.2 HP PC 400 G7 + MONITOR + OFFICE;60;0.008953;0.089523;BNP 90;*;;fabio;LAURA FOOD SRL;aperto;90.00 €;161;271
*;*;01/04/2027;16/02/2022;EPSON COLORWORKS CW-C6000PE + KIT CARTUCCE (STAMPANTE PER ETICHETTE);60;*;*;BNP 120;*;;fabio;LAURA FOOD SRL;aperto;120.00 €;161;272
*;*;01/04/2029;20/03/2024;HP SERVER REC PROLIANT DL360 G11 (RAM 128GB + 2 HD 480 + 6 HD 960 + DOPPIO ALIMENTATORE + 2 WINDOWS SERVER STANDARD 2022 + 5 CALL SERVER STANDARD 2022 + 3 WINDOWS SERVER 2022 REMOTE DESKTOP + 1 SQL SERVER 2022 + 1 CALL SQL SERVER) + VEEAM BACK UP + MICROSOFT HYPER-V + GRUPPO CONTINUITA 1500 VA + SYNOLOGY DS 224 + COMPLETO 2 HD 4 TB;60;*;*;BNP 330;*;;fabio;LAURA FOOD SRL;aperto;330.00 €;161;273
*;*;01/10/2029;23/07/2024;"HP SERVER RACK PROLIANT DL360 G11 + N.2 HP PC 290 G9 + N.2 MONITOR 23,8"" + N.10 ACCESS POINT ENGINIUS + (N.2 OFFICE + MERAKI MX64 + ARMADIO REC + HP PROBOOK 450G7 VECCHIO CONTRATTO)";60;*;*;BNP 395;*;A1F36731;fabio;LAURA FOOD SRL;aperto;395.00 €;161;274
*;*;01/01/2030;15/10/2024;N.1 FIREWALL UBIQUITY PRO MAX + 20 UBIQUITY FIREWALL UNIFI + 20 SWITCH 5 PORTE;60;*;*;BNP 145;*;A1F46108;fabio;LAURA FOOD SRL;aperto;145.00 €;161;275
*;*;01/01/2030;29/10/2024;UANIA BOX PRO + UPGRADE IP AGGIUNTIVI + LICENZA 5Y + IP PUBBLICO AGGIUNTIVO 5Y;60;*;*;BNP 80;*;A1F57857;fabio;LAURA FOOD SRL;aperto;80.00 €;161;276
500;100;01/04/2030;01/04/2025;EPSON C579;60;0.007;0.07;GRENKE 60;*;12742846;fabio;LAURA FOOD SRL;aperto;60.00 €;161;277
;;01/07/2030;01/07/2025;HP SERVER RECK PROLIANT DL 360 G11 (RAM 64GB + 3 HD 960 GB + 2 ALIMENTATORI + WINDOWS SERVER STANDARD 2022 16 CORE + SQL SERVER 2019 STANDARD + N.3 CALL SQL) + UPS 900 WATT + NAS SYNOLOGY DS224+ CON 2 HD 4 TB + SWITCH 16 PORTE POE;60;;;GRENKE 205;*;127-43431;fabio;LAURA FOOD SRL;aperto;205.00 €;161;278
2000;200;01/10/2030;18/07/2025;"EPSON EM-C800 + N.2 HP PC 400 G9 + MONITOR 27"" + WEBCAM + MONITOR 24"" + OFFICE STANDARD 2024";60;0.008953;0.089523;BNP 140;*;A1G12713;fabio;LAURA FOOD SRL;aperto;140.00 €;161;279
2000;200;01/11/2025;01/11/2020;EPSON WORKFORCE C878 + STAND;60;0.010071;0.100714;IFIS 115;*;592489;fabio;LD Fasteners Srl;aperto;115.00 €;163;280
;;01/01/2026;17/12/2020;NOTEBOOK MSI CREATOR 15 - come da accordi con Fabio si chiude a naturale scadenza - non trovano i beni;60;;;BNP 48;*;;fabio;LD Fasteners Srl;aperto;48.00 €;163;281
10000;100;01/06/2027;22/05/2022;N.2 HP LASER JET 50145 DN + C405(usata vecchio contratto) + IPHONE 13 PRO 512 GB + N.2 IPHONE 13 PRO 256GB + IPHONE 13 PRO 256GB (NO DDT);60;0.010967;0.109666;IFIS 350;*;;fabio;LD Fasteners Srl;aperto;350.00 €;163;282
*;*;31/03/2029;01/04/2024;SAMSUNG GALAXY S24 ULTRA 12 + 512GB;60;*;*;*;30;;fabio;LD Fasteners Srl;aperto;30.00 €;163;283
*;*;01/01/2030;25/10/2024;N.4 IPHONE 16 PRO 512 GB + IPHONE 16 PRO 256GB + IPHONE 16 PRO MAX 1TB + REC SAFE TUTTI TEL.;60;*;*;BNP 220;;A1F47564;fabio;LD Fasteners Srl;aperto;220.00 €;163;284
*;*;01/01/2030;22/11/2024;"APPLE MAC BOOK PRO 14 (DISPLAY LIQUID RETINA XDR 14"" + 2 SSD 2TB + RAM 24GB ) + ESTENSIONE";60;*;*;BNP 70;;A1F59694;fabio;LD Fasteners Srl;aperto;70.00 €;163;285
*;*;01/01/2030;12/12/2024;"MAC BOOK AIR 15""+ estensione";60;*;*;BNP 40;;A1F67937;fabio;LD Fasteners Srl;aperto;40.00 €;163;286
*;*;01/04/2030;01/04/2025;SAMSUNG GALAXY S25 ULTRA 512 GB + ESTENSIONE;60;*;*;GRENKE 35;;12743008;fabio;LD Fasteners Srl;aperto;35.00 €;163;287
2000;500;01/05/2030;01/05/2025;EPSON C879;60;0.01;0.1;IFIS 150;;14234048;fabio;LD Fasteners Srl;aperto;150.00 €;163;288
;;;;"PC ASSEMBLATO (CPU: AMD RYZEN 7 3700X - SK.MADRE : ROG STIX X570 - F GAMING - SK.GRAFICA RTX2080 SUPER - HD: N.1 DA 4TD + N.1 SST 512 CP - CASE: CORSAIR GRAPHITE - ALIMENTATORE 750W - DISSIPATORE CON 2 VENTOLE - RAM 64GB - WINDOWS 10 HOME) + N.1 IPHONE12 PRO 512GB + APPLE CARE + N.1 PC HP (PS5) + N.1 JOG FORMA LED + TECNIGYM BIKE LIVE + HP MONITOR 24.5""";;;;*;*;;fabio;LD GLOBAL FASTENERS SRL;aperto;0.00 €;164;289
;;01/10/2027;09/09/2022;N.2 NOTEBOOK DELL VOSTRO 3510;60;;;BNP 35;*;;fabio;LD GLOBAL FASTENERS SRL;aperto;35.00 €;164;290
;;;;IPHONE 11 256 GB BLACK;;;;;;;fabio;LD GLOBAL FASTENERS SRL;aperto;0.00 €;164;291
;;;;"PC ASSEMBLATO (CPU: AMD RYZEN 7 3700X - SK.MADRE : ROG STIX X570 - F GAMING - SK.GRAFICA RTX2080 SUPER - HD: N.1 DA 4TD + N.1 SST 512 CP - CASE: CORSAIR GRAPHITE - ALIMENTATORE 750W - DISSIPATORE CON 2 VENTOLE - RAM 64GB - WINDOWS 10 HOME) + N.1 IPHONE12 PRO 512GB + APPLE CARE + N.1 PC HP (PS5) + N.1 JOG FORMA LED + TECNIGYM BIKE LIVE + HP MONITOR 24.5""";;;;*;;;fabio;LD GLOBAL FASTENERS SRL;aperto;0.00 €;164;292
4700;1000;;01/10/2025;XEROX C7125  + N.2 EPSON EM-C800 + N.2 EPSON WF-M5399;60;0.006;0.06;IFIS 260;;14251287;fabio;LUG PRINCE & DECKER SRL (LPD);aperto;260.00 €;165;293
2000;1500;01/04/2026;10/03/2021;XEROX ALTALINK C8135 V_F;60;0.00848;0.0742;BNP 340;*;A1C64934;fabio;M.Z Sas di Ivan Zanini & C;aperto;340.00 €;166;294
;;01/10/2028;15/09/2023;"HP WORKSTATION Z2 G9 TOWER + MONITOR 27""";60;;;BNP 40;*;;fabio;M.Z Sas di Ivan Zanini & C;aperto;40.00 €;166;295
;;01/06/2029;20/05/2024;"HP WORKSTATION Z1 G9 (I9 32GB SSD 1TB SCHEDA GRAFICA 12TB) + ESTENSIONE 5Y + HP MONITOR 27"" + OFFICE H&B 2021 + MASTERIZZATORE DVD ESTERNO";60;;;BNP 45;*;;fabio;M.Z Sas di Ivan Zanini & C;aperto;45.00 €;166;296
2000;1500;;01/10/2025;XEROX C8235 ASP;60M;0.008;0.07;BNP;;A1G23570;fabio;M.Z Sas di Ivan Zanini & C;aperto;340.00 €;166;297
;;01/04/2029;25/01/2024;SAMSUNG GALAXY ZFOLD 5 1TB;60;;;BNP 55;;A1F00768;fabio;MA.VE BUILDING & DESIGN SRL;aperto;55.00 €;167;298
;;01/05/2029;08/04/2024;N.10 SCRIVANIE + N.7 SEDIE +N.4 CASSETTIERE + N.6 ARMADI + N.5 TELEFONI YEALINK + 1 CORDLESS +N.2 ACCESS POINT + SWITCH 24 PORTE + RIPETITORE SEGNALE;60;;;BNP 580;;;fabio;MA.VE BUILDING & DESIGN SRL;aperto;580.00 €;167;299
;;;01/04/2024;REGISTRAZIONE DOMINIO ( HOSTING + POSTA ) MAVE-SRL.COM + GRUPPOMACOSPA .COM;RINNOVO AUTOMATICO;;;;;;fabio;MA.VE BUILDING & DESIGN SRL;aperto;0.00 €;167;300
;;;01/11/2024;AUMENTO SPAZIO da 1GB A 5 GB SU MAIL amministrazione@gruppomaco.com;RINNOVO AUTOMATICO;;;;10 anno;;fabio;MA.VE BUILDING & DESIGN SRL;aperto;0.00 €;167;301
;;;01/12/2024;AUMENTO SPAZIO da 1GB A 5 GB SU MAIL commerciale@gruppomaco.com - amministrazione@mave-srl.com - ing.nesuraca@mave-srl.com;RINNOVO AUTOMATICO;;;;30 anno;;fabio;MA.VE BUILDING & DESIGN SRL;aperto;0.00 €;167;302
;;;01/01/2025;AUMENTO SPAZIO da 1GB A 5 GB SU MAIL francesco.dimaggio@gruppomaco.com;RINNOVO AUTOMATICO;;;;10 anno;;fabio;MA.VE BUILDING & DESIGN SRL;aperto;0.00 €;167;303
;;01/06/2030;01/06/2025;"CENTRALINO P520 (EX OMZ) + N.5 TEL.T43O + N.5 HP PROTOWER 400 G9 + N.2 HP WORKSTATION Z2 G9 + N.7 OFFICE STANDARD 2024 + N.7 PANDA ANTIVIRUS + N.10 MONITOR 27"" + UBIQUITI FIREWALL + UBIQUITY SWITCH 24 PORTE POE + NAS SYNOLOGY DS224 PLUS + N.2 DISCHI 2TB + HP PLOTTER DESIGNJET T630 + XEROX C7125 V_S + IPHONE 16 PRO 128GB";60;;;GRENKE 445;;127-43610;fabio;MA.VE BUILDING & DESIGN SRL;aperto;445.00 €;167;304
;;;01/06/2025;AUMENTO SPAZIO da 5GB A 10 GB SU MAIL commerciale@gruppomaco.com + AUMENTO SPAZIO da 5GB A 10 GB SU MAIL amministrazione@gruppomaco.com;RINNOVO AUTOMATICO;;;;20 ANNO;;fabio;MA.VE BUILDING & DESIGN SRL;aperto;0.00 €;167;305
;;;01/06/2025;CREAZIONE N.2 CASELLE MAIL : nigel.carchi@gruppomaco.com - alessio.magni@mave-srl.com;;;;;;;fabio;MA.VE BUILDING & DESIGN SRL;aperto;0.00 €;167;306
14000;1000;01/01/2026;29/10/2020;ENTERPRICE WF-C17590 + XEROX VL C7025(vecchio contratto) + EPSON C869(USATA);60;0.006715;0.067143;BNP 435;*;A1C23481;fabio;MARKEN ITALY S.R.L. (HRTL LOGISTIC SRL);aperto;435.00 €;171;307
*;*;01/10/2025;10/07/2020;HP PROBOOK 450 G7 + HP PRODESK 400 G6 MT + N.2 OFFICE + panda;60;*;*;BNP 45;*;;fabio;MCCM SAS;aperto;45.00 €;174;308
;;;;COLLABORAZIONE;;;;;;;fabio;METRON;aperto;0.00 €;176;309
10000;150;01/03/2030;26/02/2025;N.8 EM-C 800;60;0.006;0.06;BNP 250;;A1F77672;fabio;MGM SRL;aperto;250.00 €;178;310
1000;*;01/01/2025;23/12/2019;HP M507DN;60;0.01484;*;TANDEM;*;;fabio;Mane Italia Srl;aperto;0.00 €;183;311
COPIE IN TANDEM;COPIE IN TANDEM;30/06/2028;01/07/2023;EPSON C878 + STAND + 	2 cassetto 500 fogli (CONSEGNATA A GRIGNO);60;;;*;75;;fabio;Mesgo Iride Colors Srl;aperto;75.00 €;184;312
;;;;N.3 PISTOLE TERMOSCANNER;;;;;*;;fabio;Milano Color Srl;aperto;0.00 €;185;313
;;01/01/2026;14/12/2020;IPHONE 12 PRO MAX 256GB(1 pixma canon per figlio);60;;;IFIS 35;*;;fabio;Milano Color Srl;aperto;35.00 €;185;314
;;;01/05/2021;N.2 HP SWITCH 1820 24P;;;;*;*;;fabio;Milano Color Srl;aperto;0.00 €;185;315
*;*;01/07/2026;28/05/2021;SERVER HP DL380 G7 USATO + SISTEMA OPERATIVO + 5 CALL + SOFTWARE TSPLUS;60;*;*;BNP 100;*;;fabio;Milano Color Srl;aperto;100.00 €;185;316
*;*;01/01/2027;13/01/2022;N.2 IPHONE 13 PRO MAX 128GB;60;*;*;IFIS  50;*;;fabio;Milano Color Srl;aperto;50.00 €;185;317
1000 TANDEM EUROCOLOR;100 TANDEM EUROCOLOR;01/07/2027;15/06/2022;EPSON C579 + IPHONE 13 PRO 128 GB;60;0.01484;0.1113;BNP 65;*;;fabio;Milano Color Srl;aperto;65.00 €;185;318
;;01/04/2028;01/03/2023;VECCHIO CONTRATTO (11 TELEFONI D725 - 1 TASTIERA D7 - CENTRALINO YEASTAR S50 - 2 ISDN BRI - MIKROTIK SWITCH 24 PORTE POE - MIKROTIK ROUTER )+ N.3 SURFACE LAPTOP 5 + 3 OFFICE + PANDA;60;;;IFIS 240;*;;fabio;Milano Color Srl;aperto;240.00 €;185;319
;;01/07/2028;26/05/2023;IPHONE 14 PRO 256GB;60;;;BNP 30;*;;fabio;Milano Color Srl;aperto;30.00 €;185;320
;;;01/07/2023;N.7 CASELLE MAIL;annuale con rinnovo autoatico;;;;280 ANNO;;fabio;Milano Color Srl;aperto;0.00 €;185;321
;;;01/07/2023;MIGRAZIONE DOMINIO MILANOCOLOR.COM;;;;;*;;fabio;Milano Color Srl;aperto;0.00 €;185;322
3000;500;01/10/2028;27/09/2023;EPSON ENERPRISE AM-C4000;60;0.01428;0.1071;BNP 150;*;;fabio;Milano Color Srl;aperto;150.00 €;185;323
1500;200;01/04/2029;28/02/2024;N.2 PC HP 290 G9 SFF + N.2 PC PRO TOWER 290 G9 + N.4 OFFICE + XEROX C415 + N.2 EPSON C5790 USATE VECCHIO CONTRATTO;60;0.015666;0.111904;BNP 200;*;;fabio;Milano Color Srl;aperto;200.00 €;185;324
;;;01/01/2023;AUMENTO SPAZIO GIGAMAIL A 5GB (cristian ambrosecchia);RINNOVO ANNUALE;;;;50 anno;;fabio;Milano Color Srl;aperto;0.00 €;185;325
;;01/04/2029;08/03/2024;N. 2 PAPERTABLET REMARKABLE 2 + PENNINO + CUSTODIA;60;;;BNP 30;;;fabio;Milano Color Srl;aperto;30.00 €;185;326
;;01/11/2029;18/10/2024;SURFACE LAPTOP 6;60;;;IFIS 40;;14196135;fabio;Milano Color Srl;aperto;40.00 €;185;327
;;01/01/2030;10/10/2024;2 IPHONE 16 PRO 128GB + IPHONE 16 PRO MAX 256GB;60;;;BNP 90;;A1F47314;fabio;Milano Color Srl;aperto;90.00 €;185;328
;;01/01/2030;28/12/2024;IPAD AIR WIFI + CELL 256GB + RECSAFE;60;;;IFIS 30;;14214306;fabio;Milano Color Srl;aperto;30.00 €;185;329
;;;;SWITCH;*;;;VENDITA;;;fabio;Milano Color Srl;aperto;0.00 €;185;330
;;;;N.3 PISTOLE TERMOSCANNER;;;;;;;fabio;Milano Color Srl;aperto;0.00 €;185;331
;;31/03/2027;01/04/2022;"MAC BOOK PRO 14"" + OFFICE + ESTENSIONE";60;;;;50;;fabio;NEDA SRLS (CONTATTO ITALFEM);aperto;50.00 €;187;332
;;31/07/2026;01/08/2021;MAC BOOK AIR 13 + ESTENSIONE;60;;;;20;;fabio;NEDA SRLS (CONTATTO ITALFEM);aperto;20.00 €;187;333
;;31/12/2030;01/01/2026;N.2 IPHONE 17 PRO 256GB (SILVER+ARANCIONE) + RECSAFE + N.2 APPLE WATCH ULTRA (VECCHIO CONTRATTO);60M;;;;150;;fabio;NEDA SRLS (CONTATTO ITALFEM);aperto;150.00 €;187;334
*;*;01/10/2028;25/09/2023;HP PROBOOK 450 G10 + OFFICE + FRITZ BOX;60M;*;*;BNP 30;*;;fabio;NESI DOTT. (STUDIO ELLECI);aperto;30.00 €;189;335
700;200;01/04/2030;01/04/2025;"EPSON EM-C800 + IPHONE 16 PRO 256 NERO + IPHONE 16 PRO MAX 256 TITANO SABBIA + RECKSAFE (PC HP 400 G7 + MONITOR 24"" + OFFICE + N.2 IPAD PRO 11 128GB VECCHIO CONTRATTO)";60;0.00768;0.0768;GRENKE 280;*;12742884;fabio;NEW AMIPELK;aperto;280.00 €;190;336
;;01/11/2028;30/10/2023;HP SERVER ML30 G10 PLUS + SISTEMA OPERATIVO + ARMADIO RACK + SWITCH 24 PORTE + GRUPPO CONTINUITA' + ACCESSORI - ROUTER UANIA + LICENZA;60;;;BNP 400;*;;fabio;NEW AMIPELK;aperto;400.00 €;190;337
;;01/04/2030;01/04/2025;"HP PC PROTOWER 400 G9 + MONITOR 22""";60;;;GRENKE 30;;12743009;fabio;OFFICINE COLOMBO;aperto;30.00 €;195;338
;;01/04/2030;01/04/2025;HP SERVER PROLIANT ML110 G11 ( 64GB RAM + DOPPIO ALIMENTATORE + 3 HD 960 GB + WINDOWS SERVER STANDARD 2022) + CENTRALINO + 3 TELEFONI + 1 CORDLESS + SYNOLOGY + NAS + 2 HD 4TB + FIREWALL UBIQUITY + CRM;60;;;GRENKE 300;;12742859;fabio;OFFICINE COLOMBO;aperto;300.00 €;195;339
;;01/07/2030;01/07/2025;"N.2 HP PROONE 440 G9 23.8"" AIO + OFFICE STANDARD 2024 + PANDA + ESTENSIONE";60;;;GRENKE 55;;127-43241;fabio;OFFICINE COLOMBO;aperto;55.00 €;195;340
;;;01/10/2025;N.2 IPHONE 17 PRO MAX 256GB (NERO/ARANCIO) + RECSAFE +N.1 AIR PODS 3;60M;;;GRENKE;;;fabio;OFFICINE COLOMBO;aperto;75.00 €;195;341
*;*;;;N.1 PISTOLA TERMOSCANNER;;*;*;;*;;fabio;OMZ S.r.l.;aperto;0.00 €;196;342
*;*;;;VIDEO CITOFONO SKYLINE;;*;*;;*;;fabio;OMZ S.r.l.;aperto;0.00 €;196;343
5000;1000;01/04/2026;09/03/2021;N.4 EPSON C878 + N.2 EPSON C579 + DISTRUGGI DOCUMENTI;60;0.007;0.07;BNP 289;*;A1C62420;fabio;OMZ S.r.l.;aperto;289.00 €;196;344
5000;3500;01/05/2030;14/04/2025;"N.4 EPSON C879 2 CASSETTI + N.3 C800 + CENTRALINO + LICENZA LINKUS 5Y + N.2 TEL V64 + N.5 TEL V65 + VIDEOCITOFONO + MONITOR 7"" MAGAZZINO X CITOFONO + SIRENA MAGAZZINO + N.2 ALTOPARLANTI ( 1 VECCHIO CONTRATTO)";60;0.007;0.07;BNP 635;*;A1F88444;fabio;OMZ S.r.l.;aperto;635.00 €;196;345
;*;;;N.1 PISTOLA TERMOSCANNER;;*;*;;;;fabio;OMZ S.r.l.;aperto;0.00 €;196;346
